Query SMILE,Closest Match,Distance,Similarity
O=C(CC1=C(C(=O)O)C=CC2=C1C=C(C(=O)N)C=C2)C=CC3(N)CC4=CC=CC=C4C3,O=C(N1CCN(C(=O)Cc2ccc(cc2)C(=O)N)CC1)c3ccc(cc3)C(=O)C,0.6349461850660748,0.2112676056338028
CC1=CC=C(C(=O)O)C=C1NC(=O)NC(=O)C2=CC3=CC(Cl)=C(C(=C)C(N))C=C3C(=O)2,FC(F)(F)C=Cc1c(NCCC2c3c(cccc3)CC2)cccc1,0.67634148587933,0.07446808510638298
O=C(NC1=CC=CC(C(=O)C)=C1)N2CCC(=O)C(C3=CC=CC(C(=O)C(=N)(C(C)))=C3)=C2,[O-][N+](=O)c1c(ccc(c1)C(=O)N2CCN(C(=O)c3cc(c4ccccc4)ccc3)CC2)C(C)C,0.5983502697053067,0.2375
O=C(NC1=C(C(=O)N)C=CC2=C1C=C(C(=O)N)CC2)C(=O)C=CC3=CC=CC(C)=C3,O=C(OCc1ccccc1)NC(C(=O)OCc2cc(ccc2)C(=O)N)Cc3ccccc3,0.6656858119976857,0.15853658536585366
C=C(C(N)C1=CC=CC=C1)C(N)=CC2=CC=CC(=C2)CC3=CC=CC(C(=O)N)=C3,O=C(NCCNC(=O)C1=CCC1)c2cc(c3ccccc3)c(cc2)C,0.6856264572588229,0.16216216216216217
CC1=CC=C(C(=O)(N))C=C1CC2=CC(N)=CC=C2CCNC3=C(N)C=CC(=O)C3,O=C(OCC(=O)NC(=O)Cc1ccccc1)Cc2cc(ccc2)C(=O)N,0.6932425460005962,0.19480519480519481
CC1=CC=CC=C1C(=O)NC=CC2=CC(=O)CC=C2C3=CC=CC(C(=O)N)=C3,Clc1c(ncc(c1)C(=O)N)C(=O)Nc2c(cccc2)C(C)(C)C,0.6977612541423669,0.23076923076923078
O=C(CC1=CC(C(=O)C(=O)(N))=CC=C1)N2CCC(CC3=CC=C(C(=O)(N))C=C3)C2(=O),Brc1c(cccc1)C(=O)NCC(=O)N(CCCNC(=O)C2=CCC2)C,0.6456434013553809,0.10465116279069768
CC1=C(C(=O)N)C=CC=C1CSC2=CC=CC=C2C=C3C=C(C(=O)N)C4=CC=CN=C34,O=C(N)c1cc(ccc1)CC(=O)N(C(Cc2cc(ccc2)C)C)C,0.6753160667625223,0.17073170731707318
CC1=C(C(=O)N)C=CC=C1CCCCC=CC2=C(C(=O)N)C(=C)C3=CC=CC=C3C2,O=C(NCc1cc2NCCc2cc1)NCC(=O)NCC(=O)NCc3ccccc3,0.6919034261043154,0.14285714285714285
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=CC3=CC(C)=CN=C(N)3,O=C(NCC(=O)NCCc1ccccc1)C(Cc2ccccc2)CCc3ccccc3,0.6538372595851663,0.11764705882352941
C(N)CCCCC1=CC=C(C(=O)N)C=C1N2CCCC(C3=CC=CC(C(=O)N)=C3)C(=O)2,O=C(NC1CC(NC(=O)c2ccc(cc2)CC(=O)N)C1)c3cc(ccc3)C4CC4,0.6694767479529391,0.28
CC(=C(C(=O)N))C1=CC=CC=C1CCNC2=CC=CC=C2C3=C(N)NC(=O)CS3,S1c2c(ccc(OC)c2)C=C1C(=O)Nc3c(cccc3)CC(=O)N,0.6654285650913768,0.21176470588235294
O=C(CC1=CC=CC(C(C)C)=C1)N2C(C(=C)C)=CCC(C3=CC=C(C(=O)N)C=C3)=C2,O=C(OC)c1c(cccc1)CC(=O)Nc2cc(NC(=O)C(=O)N)ccc2,0.6474306013249207,0.17073170731707318
CC1=CC=CC=C1NC=CC=CC2=CC=CC3=C2C=CC(C(=C(C(N)))(N))=C3,O=C(NCC=CCNC(=O)CCNC(=O)Cc1ccccc1)c2nccc(N)c2,0.6965646317200183,0.12790697674418605
CN(CC1=CC(C(=O)N)=CC=C1)C(=O)CC(=O)C2=CCC(=C)C(C)=C2NC3=CC=CC=C3,O=C(NCCCCNC(=O)CCNC(=O)Cc1ccccc1)Cc2c(cccc2)COC(C)C,0.6160340212463415,0.16279069767441862
O=C(CC1=CC=CC=C1)NCCCC2=C(C(=O)N)CCC3=C2C=C(C(=O)N)CC3,Clc1c(Cl)cc2c(NC=C(C(=O)Nc3c(ccc(c3)C(=O)C)C)C2=O)c1,0.6878354258625377,0.10588235294117647
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=C(N)C(Cl)=C(N)C,O=C(N)c1c(cccc1)CCC(=O)N2c3c(cccc3)CN(C(=O)C2)C,0.698994521928585,0.18571428571428572
C(C(=O)(N))=CC1=CC(C(=O)O)=CC=C1CC(=O)C2=C(C)C3=CC=C(C(=C)(C))C=C3C2=O,[O-]C(=O)c1cc(c(cc1)CNC(=O)c2cc3c(c4c(cccc4)C3=O)cc2)C,0.6137551986474983,0.2631578947368421
O=C(NCC1=CC=C(N)C=C1)CC2=C(C(=O)C)CC3=CC=CC(C(=O)N)=C3S2,O=C1OC(C(=O)NCC=CCNC(=O)C=2Nc3c(cc(cc3)C)C2)=C(c4c1cccc4)C,0.6580285258720365,0.16091954022988506
C(CC1=CC=C(C(=N)C)C=C1)C(O)C2=CC=CC=C2CC3=CC=CC(C(=O)N)=C3,O=C(NCc1c(cccc1)CC)CCC=2Nc3c(cccc3)C2,0.7343511815234844,0.1917808219178082
C(C(=O)C)=C(CC1=CC(C(=O)N)=CC=C1)CCC=C2CCC=C2[NH1]C3=CC=CC=C3,O=C(N)c1cc(ccc1)CNC(=O)CCCC(c2ccccc2)C,0.675886067666989,0.3333333333333333
NC(=O)C1=CC=C(C(=O)N)C=C1CC(=C)C2=C(C(=O)N)C3=CC=CC(C(=O)C)=C3S2,O=C(N1CCN(C(=O)Cc2cc(ccc2)C(=O)N)CCC1)c3cnc(c4ccccc4)cc3,0.639195580287067,0.21686746987951808
O=C(NC1=CC=CC=C1C)N2CC(C(=C)C(C(=O)C))=CC3=CC=C(C(=O)C(C(N)))C=C32,O=C(NCC(=O)N(CCN(C(=O)Cc1cc(ccc1)C(=O)N)C)C)N,0.6559094825034144,0.15476190476190477
CC1=CC(C(C(C(=O)(N))))=CC=C1C2=CC=C(C=C2CC(=O)CC=CC(=C(N))C)C,[O-]C(=O)c1cc(ccc1)CCC(=O)N2Cc3c(NC(=O)C2)cccc3,0.6998092764093135,0.15294117647058825
CCC1=C(N)C=C(C(=O)N)C=C1CCCC2=CC=CC=C2C3=CCCCC(=N)3,O=C(N)c1cc(ccc1)CC(=O)N2CCN(C(=O)Cc3ccc(cc3)C(=O)N)CC2,0.67050279956077,0.2054794520547945
O=C(CC1=CC=CC(=O)C1)CC2=CC(C(=O)N)=CC=C2C(=O)ONC(=O)C3=CC=CC=C3,S(c1cc(ccc1)C(=O)N)C(C(=O)NCc2c(cccc2)C)C,0.6592027558684709,0.2597402597402597
C(C(=O)N)C1=CC=CC=C1NC(=O)NCC2=CC3=CC(C)=C(C(=O)C(N))C=C3C2,S(c1cc(c(cc1)C)C)CC(=O)NCCNC(=O)CCC2(CC2)C,0.646042202666506,0.2125
O=C(CC1CCCCC1)NCC2CC3=C(C(=O)C(C(C(=O)N)))C=CC=C3CC2,O=C(NCc1cc(N)ccc1)c2cc(c(cc2)CC)CC,0.7582147344368411,0.16
O=C(C1=CC(N)=CC=C1NC(=O)C2=CC=CC=C2)C3CCCC(C(C(=O)(N)))=3,O=C(NCC=CCNC(=O)CCc1c(cccc1)C(=O)N)c2cc3c4c(cccc4)Cc3cc2,0.6723010478242184,0.2125
O=C(CC1=CC=CC=C1)NCC=CC2=C(C(=O)N)C(=O)CC(=C2)CCCC(=O)(N),O=C(NCC(CNC(=O)c1c(cccc1)CCC)C)c2ncc(N)cc2,0.6882482865921347,0.15476190476190477
C=C(N)C1=CC=CC=C1CCC2=CC=CC=C2CCC(N)C3CCCCC3,O=C(N)c1c2c(ccc1)C[NH+](CC2)CCC(=O)NCC3CCCCC3,0.66926698991127,0.22535211267605634
CCC1=CC=C(C(=C(=N))C(C(=O)(N)))C(O)=C1CC(=O)NC(=O)C2=CC=CC=C2,Brc1c(cc(OC)cc1)CCC(=O)NCC2CCC(C(=O)N)CC2,0.7419339519505118,0.1875
C(=O)(CC1=CC=C(C)C=C1)NCC=CC2=C(C(=O)N)C=CC=C2NC(=C)C(=O)CC,O=C(NCC=CCNC(=O)c1cc(N)ccc1)c2c(cccc2)C(=O)N,0.6904362259545994,0.3188405797101449
O=C(CC1=CC=CC=C1)NC(=C)C=CC2=CC3=CC=C(C(C(CC))N)C=C3C=C2,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCc2cnc(N)cc2,0.6678543461940873,0.2073170731707317
O=C(CC1=CC=C(C(=O)N)C=C1)C(=C)C2=CN=NN=C2CC3=CC=CC(C(=O)N)=C3,O=C1N(C(=O)C2C1CC=CC2)CC(=O)NCCCCNC(=O)CCc3ccc(cc3)C(=O)N,0.6165354295609402,0.20512820512820512
O=C(CC1=CC(C(=O)N)=CC=C1)CCC2=CC=CC=C2CC=C(C(=O)O)C3=CCCC=C3,O=C(N)c1cc(O)c(NC(=O)C=2Nc3c(cccc3)C2)cc1,0.6734066440152566,0.18518518518518517
CC(C(=O)C1=CC=CC=C1)C(=N)CCC(=O)N2CCC3=CC=C(C(=O)N)C=C3C2,Clc1cc2c(c(ccc2)C(=O)NCCC(NC(=O)CCc3c(C#N)cccc3)C)cc1,0.6228086368217902,0.15789473684210525
O=C(CC1=CC=C(C(=O)C)C=C1)NCC2=CC(N)=CC(C)=C2N3CCCC(C)C3,O=C(NCCc1ccccc1)C[NH2+]C2Cc3c(cccc3)CC2,0.7287924835079329,0.1686746987951807
C1=CC=C(C(=O)(N))C=C1CC(=O)NC(=O)C2=CC3=CC(C(=O)(N))=CC=C3C(=C(N))2,O=C(N)c1cc(ccc1)CC(=O)NC2c3c(ccc(c4ccccc4)c3)CC2,0.6555998037399535,0.35714285714285715
O=C(C(=C)CC1=CC=CC(C(=C)N)=C1)CCC(C)=C(C(=O)N)C2=CC=C(C(=O)O)C=C2,O=C(NCCC(=O)NCCNC(=O)CCNC(=O)Cc1ccccc1)Cc2ccccc2,0.6817303245414243,0.22033898305084745
C=C(C1=CC=CC=C1)CC2=CC=CC=C2C(C(=O)C)CC3=CC=CC(C(=O)(C(N)))=C3,O=C(N(C1CN(C(=O)Cc2ccc(cc2)C(=O)C)CCC1)C)c3cc(ccc3)C4CC4,0.6511557479807216,0.21686746987951808
CC1=CC=CC=C1C(=O)NC=CC2=CC=C(C)N=C2CC(=O)CC3=CC(C(=O)O)=CC=C3,O=C1NNC(=O)c2c1cc(cc2)C(=O)NCC=CCNC(=O)CNC(=O)c3ccc(N)cc3,0.6615348320747791,0.1511627906976744
C(C(=O)(N))=CC1=CC=CC=C1CC(=C)C2=C(C)C3=CC=C(C(=O)(N))C=C3C(=O)2,Fc1c(cccc1)CN(C(=O)C(=O)NCc2c(F)cccc2)C,0.6680324740319789,0.16666666666666666
O=C(CC1=CC(C(N))=CC=C1)C(C)C2=CC=CC=C2CC3=CC=C(N)C(C(=O)N)=C3,[O-][N+](=O)c1c(ccc(c1)C(=O)N2CCN(C(=O)CCCC(=O)c3cc(OC)ccc3)CC2)C(C)C,0.6237791396796069,0.17582417582417584
O=C(C1=CC=C(C(=O)C)C=C1)NC2=NN=C(N)CN2C=CC3=CC=CC(C(C(=O)(N)))=C3,FC(F)(F)C1Oc2c(cccc2)C=C1C(=O)Nc3c(cccc3)CCC(=O)N,0.6174109746220882,0.1590909090909091
C(C(=O)(N))#CC1=CC=C(C(=O)C(C(C(=O)N)))C=C1CC(=O)C2=CC3=CC=CC=C3C2,O=C(N)c1c(cccc1)CCC(=O)NCC=CCNC(=O)CCCCCC(=O)Nc2ccccc2,0.6624070604550847,0.18181818181818182
O=C(CC1=CC=CC=C1)NCC=CC2=C(C(=C(N))N)C=CC=C2CC(=O)CCC,O=C(NCCCCNC(=O)CCc1ccncc1)Cc2cc3c(cc2)CCC3,0.7118111614551949,0.2
O=C(CC1=CC=CC=C1)C(=C)C2=CC=CC=C2CC3=CCCC(C(=O)C(=O)(N))=C3,O=C(N)c1cc(ccc1)CCNC(=O)C(Nc2ccccc2)C,0.7909435072683553,0.2
O=C(C1=CC(N)=CN=C1NC(=O)C2=CC=C(C(=O)O)C2)CCCC3CCCCC3,O=C(OC)c1c(cc(cc1)C([NH2+]CCCc2c(cccc2)C)C)C,0.6207840109332625,0.11494252873563218
CC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(C)CC3=C(N)C(N)=CC=C3,Fc1ccc(cc1)CNC(=O)C(=O)NCC(O)(CNC(=O)CCC=Cc2ccccc2)C,0.6974660971660664,0.10975609756097561
O=C(CCC1=CC=CC2=C1C=C(C(=O)N)C=C(N)2)NC3=CC(=N)CCC3,O=C(NCCNC(=O)C(Cc1c(cccc1)C)C)c2cc(c(cc2)C(=O)C)C,0.6929100302129884,0.15853658536585366
O=C(CC1=CC(N)=CC=C1)C(C)C2=CC=CC=C2CC3=CC=C(N)C(C(=O)N)=C3,S1c2c(NC(=O)Cc3c(cccc3)CC)cccc2C=C1C(=O)OC,0.6331832609022231,0.19480519480519481
O=C(CCC1=CC=CC=C(N)1)NCC2CC(=O)C3=CC=CC(C(=C)N)=C3C=2,O=C(N(CCN(C(=O)C1=CNC(=O)C=C1)C)C)c2cc(Nc3ccccc3)ccc2,0.7061735433916104,0.14634146341463414
O=C(CC1=CC=CC=C1)NCC=CC2=C(C(=O)O)C=CC(=C2)CC(=O)CCC(N)C,S1c2c(cccc2)C(C(=O)NCCNC(=O)c3c(ccc(c3)C(=O)N)C)=C1C(=O)C,0.651525600620857,0.1744186046511628
O=C(N)C1=CC=CC=C1CCC2=CC=CC=C2C(=C)C(C3)CCC(C(=C(C(=O)(N)))N)C3,O=C(NCC=CCNC(=O)CCc1c(cccc1)C(=O)N)c2cc3c4c(cccc4)Cc3cc2,0.6053637713923784,0.3235294117647059
CCC1=CC(N)=C(C(=O)N)C=C1CC(=O)C=C(C(=O)NC)C2=CC=C(C)C=C2,O=C1Nc2c(cc(cc2)CCCC(=O)Nc3c(cccc3)C(C)(C)C)C1,0.7035221518156332,0.11627906976744186
CC1=C(C(=C)N)C=CC=C1CCC=C(CCNC(=O)C(N))CC2=CC=CC=C2C,O=C(NC(CCNC(=O)CC1CCCCC1)C)c2ccc(cc2)C(=O)N,0.7529200922771991,0.18292682926829268
CN(C1=CC=C(C(=C)N)C=C1)C(=O)C2=CC=CC=C2C=CC3=CCCC(C)=C3,O=C(N)c1c(N2CC([NH2+]C(Cc3cc(ccc3)C)C)CC2)cccc1,0.6618608082452695,0.1839080459770115
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2CC(=C(=O))CC3=CC(=O)CC=C3,O=C(NCCc1ccccc1)C[NH2+]C2Cc3c(cccc3)CC2,0.7307977789700002,0.2361111111111111
CN(CC1=CC(C(=O)(N))=CC=C1)C(=O)CC(C)C2=CC=CC=C2NC3=CC=CC=C3,[NH+]1(Cc2c(cccc2)C(C)(C)C)Cc3c(ccc(N)c3)CC1,0.6645195316363699,0.1111111111111111
CC(N)(C)C1=CC=CC=C1CCCCC2=CC=CC=C2NC3=C(N)C=CCC3,O=C(N(CCN(C(=O)CCCCc1ccccc1)C)C)C(C2CCCCC2)C3CCCCC3,0.7173549815992951,0.16
O=C(NCC1=CC(N)=CC=C1)CC2=C(C(=O)C(N))C(=C)CC3=CC=CC=C23,Clc1cc2c(c(ccc2)C(=O)NCc3cc(F)c(C#N)cc3)cc1,0.7198163568322135,0.1927710843373494
CC1=CC=CC=C1CC(N)=CC(=O)CC2=CC(N)=NN=C2C3=CC=CC(C(=O)N)=C3,Brc1c(SCCC(=O)Nc2c(cccc2)CC)ccc(N)c1,0.6800226218556886,0.1875
NC1=CC(C(=O)(N))=CC2=C1CC(=C)C(=O)N2CCC(=O)NC3=NC=CC(C)=C3,O=C1OC(C(=O)NCC(CNC(=O)Cc2c(cccc2)C)(C)C)=Cc3c1cccc3,0.6873270471643638,0.13978494623655913
CC(N)(C)C1=CC=CC=C1CCN(C(=O)C(=O)(N))CCC=CC2=CC=CN=C(N)2,O=C(N1CCN(C(=O)Cc2cc(ccc2)C(=O)N)CCC1)c3cnc(c4ccccc4)cc3,0.711738916797084,0.14130434782608695
C(C(=O)N)C1=CC=C(C(=C)C(C(=O)N))C=C1CC(=O)C2=CC3=CC=CC=C3C2,Fc1c(cccc1C(=O)N)C(=O)N(Cc2c(cccc2)C(C)(C)C)C,0.6821012662114534,0.15789473684210525
C(=O)(CC1=CC=CC(C(=C)N)=C1C)CC=CC=CC2=CC=CC(C(=O)(N))=C2,O=C(OCC(=O)Cc1ccccc1)c2cc(N3C(=O)NCCC3)ccc2,0.6958762320372585,0.18292682926829268
CC(N)(C)C1=CC=CC=C1CCC(=C(C))CC=C(C)C2=CC=C(C)C=C2,O=C(NCC=CCNC(=O)C1=Cc2c(cccc2)C1)c3c(cccc3)C(=O)N,0.7101974082827474,0.1506849315068493
O=C(C(N)=CC1=CC=CC=C1)CC=C(C(=O)N)CC=CC2=CC(C(=O)N)=CC=C2,Clc1c(Cl)cc2c(NC=C(C(=O)Nc3c(ccc(c3)C(=O)C)C)C2=O)c1,0.6758617817057101,0.0975609756097561
O=C(CCC1=CC=CC=C1)NCC=2C(=O)CC3=CC=CC(C(=C(N))N)=C3C=2,O=C(N)c1c(cc(NC(CCCCc2ccccc2)C)cc1)C,0.7016879094890742,0.24
O=C(C1=CC=CC(N)=C1)NC2=CC=CC=C2C=CC3=C(C(=O)N)CCC(C(=O))=C3,O=C(N)c1cc(ccc1)CC(=O)NCCCCNC(=O)CCNC(=O)Cc2ccccc2,0.6410846899118989,0.21333333333333335
O=C(CC1=CC(C(=O)N)=CC=C1)C=CC=C2C=CC=C(C(C(C(=O)N)))C2=C,S1c2c(ccc(OC)c2)C=C1C(=O)Nc3c(cccc3)CC(=O)N,0.6579351702710958,0.1875
CC1=CC=C(C(=O)N)C=C1NC(=O)CC=C2C(C(=O)C)=C(N)C=C2CCCCC,O=C(Nc1ccccc1)CC[NH2+]Cc2c(cccc2)C(C)(C)C,0.7275121094199096,0.13414634146341464
CC(N)(C)C1=CC=CC=C1CCC=C(C(=O)C)CCC=CC2=CN=C(N)C=C2,O=C(N1Cc2c(ccc(N)c2)C1)c3c(cccc3)CN4N=NC(c5ccc(N)cc5)=C4,0.7083942941945665,0.17045454545454544
O=C(CC1=CC=C(N)C(C(=O)N)=C1)N2C=C(C(O))CC(C3=CC=C(C(=O)C)C=C3)=C2,O=C(NCc1cc(ccc1)C)c2ccc(cc2)C(=O)NCCC(=O)N(Cc3ccccc3)C,0.6490853313980964,0.15476190476190477
O=C(CC1=CC=CC=C1)NCCC=C2C=CC3=CC(N)=C(C(=O)N)C=C3C2,O=C(NCCNc1c2c(ccc1)cccc2)CC([NH3+])c3c(cccc3)C,0.7380674372600636,0.175
C(N)C1=CC=CC=C1CCC2=CC=CC=C2C=CC=CC(C(N))=C(N)C,O=C(Nc1c(NCCC)cccc1)c2c(cccc2)C,0.7432337594761829,0.12903225806451613
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(=O)C3=CC=C(C(N))CC3,Clc1c(F)cccc1CC(=O)NCC=CCNC(=O)c2c(F)cccc2,0.7130873308388503,0.17567567567567569
C(=O)(N)CC1=CC=CC(C(=O)C)=C1CC=C(C)C(=O)C=C(N)C2=CC=CC=C2C,O=C(Nc1c(cccc1)CCC(=O)N)c2c(N)cc3c(c2)CCCC3,0.7224753348716102,0.20270270270270271
C(CC(=C(=O)))=C(CC1=CC=CC=C1C)C2=CC(C(=O)N)=CC3=CC(C(=O)N)=CC=C32,O=C(NCC=CCNC(=O)c1cc2c3c(cccc3)Cc2cc1)c4c(c(ccc4)C(=O)N)C,0.6633773978539993,0.24358974358974358
CCC(=O)C=C(N)C1=CC=CC(C(=O)N)=C1C(=O)C(C)=CC(=O)C2=CC=C(C)C=C2,O=C(N)c1c(cccc1)CCC(=O)Nc2c(O)cc(cc2)C(=O)N,0.6733607797216732,0.23880597014925373
O=C(CC1=CC2=CC=CC=C2C(=O)1)NCC3=CC=CC4=C3NC(=C)CC(=O)4,Fc1c(F)cccc1CCC(=O)Nc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3)ccc2,0.6785592547177757,0.2
CC(N)(C)C1=CC=CC=C1CCC=CC2=CC(=O)CC=C2NC3=CC=CC=C3,O=C(Nc1ncccc1)CNC(=O)Cc2c(cccc2)C,0.7253140440703252,0.14473684210526316
O=C(NC1=CC=CC=C1N)CCCC2=CC(=C(=O))C3=CC=C(C(C(N)))C=C32,O=C(N1Cc2c(c(ccc2)C(=O)N)CC1)c3c(cc(N)cc3)CC,0.6938563134562383,0.1566265060240964
C=C(N)C1=CC=CC(C(=O)C)=C1CCNC(=O)CC2=CC3=CC=CC=C3C2=O,O=C(NCC[NH2+]C(c1ccccc1)CCCC)Cc2ccccc2,0.7233076105245791,0.22972972972972974
O=C(CC1=CC=CC=C1)NCCCC2=CC=CC3=C2CC(=C(=C(N)))CC3,O=C(NC(CCCNC(=O)CCNC(=O)Cc1ccccc1)C)c2c(O)c(ccc2)CC,0.7231544021453449,0.3835616438356164
NC(=O)C1=CC=CC(C(=O)C)=C1CC=CC2=C(C(=O)C)C=CC=C2C=CC3=CC=CO3,O=C(Nc1c(cccc1)C(=O)NCCNC(=O)c2c(nc(cc2)C)C)N,0.662570385032533,0.18055555555555555
CC1=CC=CC=C1CNC(=O)CC(C(=O)O)=C2C(=O)CC3=CC=C(C(=O)N)C=C3[CH1]2,Could not process,,
O=C(CC1=CC=C(C)C=C1)NCC2=CC=CC=C2C3CC(=O)NC(N)=C3,O=C(NCC(CNC(=O)Cc1cc(ccc1)C(=O)N)C)c2ccc(cc2)C3CCC3,0.6662579662180861,0.24691358024691357
CC(CC1=CC(C(=O)N)=CC=C1)=C(C)CC(=O)NC=CC2=CC=CC(N)=C2,O=C1OC(C(=O)NCC=CCNC(=O)CCc2ccccc2)=CC=C1,0.7086439719912588,0.19718309859154928
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2C3CCCC(C(=O)(N))=C3,O=C(N(Cc1cc(N)ccc1)C)C(=O)Nc2cc(N3CCCC3)c(cc2)C,0.7207435167157039,0.1686746987951807
CC1=C(C(=O)N)C=CC=C1CCCCC=CC2=CN=C(N3CCC(N)C3)C=C2,Fc1c(cc(cc1)C(=O)N)C(=O)NCc2c(F)ccc(N)c2,0.6971959445693968,0.15476190476190477
CC1=C(C(=O)N)C=CC=C1CCCC(=C(N))C=CC2=CC3=CC=CC=C3S2,O=C1OC(C(=O)NCC=CCNC(=O)c2cc(N)c(cc2)CCCC)=Cc3c1cccc3,0.721074666546077,0.22988505747126436
O=C(C(N)(N)C1=CC=CC=C1)NCC=CC2=CC=CC=C2C=C(N)CC,S(c1c(cccc1)CCNC(=O)C(=O)N2Cc3c(c4c(cccc4)C2)cccc3)C,0.7124950050072529,0.16216216216216217
O=C(CC1=CC=CC=C1)NC(=O)CCC(C(=O)O)=CCC(=O)CC2=CN=CC3=C2CCC3,O=C(NCCCCNC(=O)CCc1ccncc1)Cc2cc3c(cc2)CCC3,0.7489805270077015,0.2727272727272727
NC1=CC=C(N)C=C1CC2=CC=CC=C2CCC(C)CC3=CC=CC(N)=C3,Clc1c(Cl)ccnc1C(=O)OCC(=O)NC(=O)Cc2ccccc2,0.6947028988380936,0.10810810810810811
ClC1=C(C(=O)N)C=CC=C1CCC(=O)CCC=CC2=C(C(=O)N)C3=CC=CC=C3C2,O=C(Nc1c(cccc1)C=C)NC(c2cc(c(O)cc2)C(=O)N)C,0.6896512888055535,0.175
